TermID	padj	species
polyamine catabolic process	0.0012583945189400818	Zmays
protein-tetrapyrrole linkage	0.0012583945189400818	Zmays
response to UV-B	0.0012583945189400818	Zmays
nucleoside diphosphate catabolic process	0.0013062815094759712	Zmays
positive regulation of DNA-templated transcription, elongation	0.002289351018986926	Zmays
protein glutathionylation	0.002289351018986926	Zmays
red, far-red light phototransduction	0.002289351018986926	Zmays
response to blue light	0.002289351018986926	Zmays
double-strand break repair via break-induced replication	0.0026966665191572557	Zmays
RNA metabolic process	0.0031087743984136705	Zmays
cellular response to glucose starvation	0.0038601609732210416	Zmays
long-chain fatty acid import into peroxisome	0.004032724895205295	Zmays
very long-chain fatty acid catabolic process	0.004032724895205295	Zmays
protein quality control for misfolded or incompletely synthesized proteins	0.006650613953398744	Zmays
response to light stimulus	0.007801743618919615	Zmays
citrate metabolic process	0.00894866021322215	Zmays
fruit dehiscence	0.00894866021322215	Zmays
glucan catabolic process	0.00894866021322215	Zmays
inositol trisphosphate metabolic process	0.00894866021322215	Zmays
lipid oxidation	0.00894866021322215	Zmays
zinc ion transport	0.00894866021322215	Zmays
fructose 1,6-bisphosphate metabolic process	0.012156480641292877	Zmays
zinc ion transmembrane transport	0.012156480641292877	Zmays
DNA replication	0.013876090026658685	Zmays
intracellular protein transport	0.015561008359911496	Zmays
ribosome biogenesis	0.015561008359911496	Zmays
anther dehiscence	0.015561008359911496	Zmays
ethylene-activated signaling pathway	0.015561008359911496	Zmays
cytidine to uridine editing	0.015561008359911496	Zmays
isocitrate metabolic process	0.015561008359911496	Zmays
positive regulation of cyclin-dependent protein serine/threonine kinase activity	0.015561008359911496	Zmays
tRNA aminoacylation	0.015561008359911496	Zmays
cellular metabolic process	0.020598224530282986	Zmays
circadian rhythm	0.020598224530282986	Zmays
COPII-coated vesicle cargo loading	0.020598224530282986	Zmays
aspartyl-tRNA aminoacylation	0.02164683515465426	Zmays
cellular zinc ion homeostasis	0.02164683515465426	Zmays
glycine biosynthetic process, by transamination of glyoxylate	0.02164683515465426	Zmays
histone H2B conserved C-terminal lysine ubiquitination	0.02164683515465426	Zmays
histone monoubiquitination	0.02164683515465426	Zmays
lignin metabolic process	0.02164683515465426	Zmays
lysyl-tRNA aminoacylation	0.02164683515465426	Zmays
mRNA 3'-end processing by stem-loop binding and cleavage	0.02164683515465426	Zmays
pigment biosynthetic process	0.02164683515465426	Zmays
positive regulation of RNA polymerase II transcription preinitiation complex assembly	0.02164683515465426	Zmays
response to cobalt ion	0.02164683515465426	Zmays
synaptonemal complex assembly	0.02164683515465426	Zmays
thermospermine catabolic process	0.02164683515465426	Zmays
very long-chain fatty acid metabolic process	0.02164683515465426	Zmays
inositol phosphorylation	0.022471829815584845	Zmays
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	0.02309514427078002	Zmays
detection of visible light	0.02309514427078002	Zmays
DNA strand elongation involved in DNA replication	0.02309514427078002	Zmays
lipid homeostasis	0.02309514427078002	Zmays
aromatic amino acid family biosynthetic process	0.029356327221848395	Zmays
inositol phosphate biosynthetic process	0.0295070809878551	Zmays
modification-dependent protein catabolic process	0.03310629650173292	Zmays
cleavage involved in rRNA processing	0.03698498855582123	Zmays
response to stress	0.04482992476565914	Zmays
guard cell differentiation	0.04523840125575192	Zmays
stomatal complex development	0.04523840125575192	Zmays
protein targeting to ER	0.046576571043328394	Zmays
Proteasome, subunit alpha/beta	1.6517958506618788e-24	Zmays
P-loop containing nucleoside triphosphate hydrolase	1.1795173620126486e-19	Zmays
Nucleophile aminohydrolases, N-terminal	4.061070132626131e-18	Zmays
AAA+ ATPase domain	4.480307153517589e-18	Zmays
Chaperonin TCP-1, conserved site	3.4595689974969736e-17	Zmays
Proteasome alpha-subunit, N-terminal domain	2.2168364019659745e-16	Zmays
Proteasome alpha-type subunit	2.4999786036592953e-15	Zmays
Helicase superfamily 1/2, ATP-binding domain	4.590418493064523e-15	Zmays
Helicase, C-terminal	7.438821178657369e-13	Zmays
TCP-1-like chaperonin intermediate domain superfamily	1.5955298694604014e-12	Zmays
GroEL-like equatorial domain superfamily	2.5900720509231995e-12	Zmays
Chaperone tailless complex polypeptide 1 (TCP-1)	3.1434415574721033e-12	Zmays
Proteasome B-type subunit	8.046393151122283e-12	Zmays
Proteasome beta-type subunit, conserved site	8.046393151122283e-12	Zmays
GroEL-like apical domain superfamily	9.477451426902627e-12	Zmays
Histidine kinase/HSP90-like ATPase	1.1894004619774667e-11	Zmays
Histidine kinase/HSP90-like ATPase superfamily	2.0528962970667877e-11	Zmays
Chaperonin Cpn60/GroEL/TCP-1 family	3.334362009401409e-11	Zmays
26S proteasome regulatory subunit P45-like	1.4212328808121353e-10	Zmays
Argonaute-like, PIWI domain	3.9630290061240163e-10	Zmays
Protein argonaute, N-terminal	3.9630290061240163e-10	Zmays
Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	3.9630290061240163e-10	Zmays
Proteasomal ATPase OB C-terminal domain	7.091931730247004e-10	Zmays
PAZ domain	1.5517349219340014e-9	Zmays
PAZ domain superfamily	1.5517349219340014e-9	Zmays
Argonaute, linker 1 domain	1.6652393272434639e-9	Zmays
Argonaute linker 2 domain	5.81081873060552e-9	Zmays
Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	5.81081873060552e-9	Zmays
Vernalization insensitive 3-like	1.0043103236845469e-8	Zmays
S-phase kinase-associated protein 1-like	2.2734808542247715e-8	Zmays
SKP1 component, dimerisation	2.2734808542247715e-8	Zmays
SKP1-like, dimerisation domain superfamily	2.2734808542247715e-8	Zmays
Histidine kinase domain	2.6549498520618847e-8	Zmays
Glycosyl transferase, family 20	2.819523357523235e-8	Zmays
Trehalose-phosphatase	2.819523357523235e-8	Zmays
S-phase kinase-associated protein 1	3.921476456098685e-8	Zmays
Hexokinase, N-terminal	6.116023011022939e-8	Zmays
Glycosyl hydrolases family 1, N-terminal conserved site	7.68622929624347e-8	Zmays
Aminoacyl-tRNA synthetase, class I, conserved site	1.5445100940262813e-7	Zmays
HAD-superfamily hydrolase, subfamily IIB	1.9962093191920166e-7	Zmays
CHASE domain	2.105762216713633e-7	Zmays
CHASE domain superfamily	2.105762216713633e-7	Zmays
Hexokinase	2.2477668586420408e-7	Zmays
Hexokinase, C-terminal	2.2477668586420408e-7	Zmays
Malate dehydrogenase, active site	7.115353205323699e-7	Zmays
Glycoside hydrolase family 1	8.270652073544815e-7	Zmays
SNF2-like, N-terminal domain superfamily	1.0010886453407684e-6	Zmays
Transcription factor TCP subgroup	1.0010886453407684e-6	Zmays
ClpP/crotonase-like domain superfamily	1.0010886453407684e-6	Zmays
ATPase, nucleotide binding domain	1.054650402692175e-6	Zmays
AAA ATPase, AAA+ lid domain	1.3133789127592125e-6	Zmays
CheY-like superfamily	1.3133789127592125e-6	Zmays
Signal transduction response regulator, receiver domain	1.3133789127592125e-6	Zmays
ATPase, AAA-type, core	1.5003716128731654e-6	Zmays
Oberon, PHD finger domain	1.5003716128731654e-6	Zmays
Polyprenyl synthetase	1.5003716128731654e-6	Zmays
Polyprenyl synthetase, conserved site	1.5003716128731654e-6	Zmays
Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	3.378863998829238e-6	Zmays
Lactate/malate dehydrogenase, C-terminal	3.378863998829238e-6	Zmays
DEAD/DEAH box helicase domain	4.01898658359346e-6	Zmays
Hexokinase, binding site	4.258705085155701e-6	Zmays
Long-chain fatty acid CoA synthetase, eukaryotic	4.258705085155701e-6	Zmays
Mitochondrial pyruvate carrier	4.258705085155701e-6	Zmays
SNF2, N-terminal	5.070974384396172e-6	Zmays
Lactate/malate dehydrogenase, N-terminal	6.454239118590536e-6	Zmays
PAS domain	7.923670575211688e-6	Zmays
ATPase, AAA-type, conserved site	8.859173700670486e-6	Zmays
MADS MEF2-like	9.469391743267808e-6	Zmays
Ethylene insensitive 3	9.469391743267808e-6	Zmays
Ethylene insensitive 3-like protein, DNA-binding domain superfamily	9.469391743267808e-6	Zmays
MCM domain	9.469391743267808e-6	Zmays
Mini-chromosome maintenance, conserved site	9.469391743267808e-6	Zmays
Protein argonaute, Mid domain	1.1163874716160852e-5	Zmays
Transcription factor, K-box	1.1434337496227679e-5	Zmays
Piwi domain	1.25491455338235e-5	Zmays
Transcription factor, TCP	1.25491455338235e-5	Zmays
Citrate synthase	1.861193123204785e-5	Zmays
Citrate synthase-like, large alpha subdomain	1.861193123204785e-5	Zmays
Citrate synthase-like, small alpha subdomain	1.861193123204785e-5	Zmays
Fructose-bisphosphate aldolase class-I active site	1.861193123204785e-5	Zmays
GTP-binding protein, orthogonal bundle domain superfamily	1.861193123204785e-5	Zmays
Malate dehydrogenase, type 1	1.861193123204785e-5	Zmays
Tryptophan synthase, alpha chain	1.861193123204785e-5	Zmays
Tryptophan synthase, alpha chain, active site	1.861193123204785e-5	Zmays
GAF domain	1.861193123204785e-5	Zmays
HSP90, C-terminal domain	1.861193123204785e-5	Zmays
MCM N-terminal domain	1.861193123204785e-5	Zmays
MCM OB domain	1.861193123204785e-5	Zmays
MCM, AAA-lid domain	1.861193123204785e-5	Zmays
Chloramphenicol acetyltransferase-like domain superfamily	2.2146444170615972e-5	Zmays
PAS domain superfamily	2.225290492793873e-5	Zmays
Chlorophyll A-B binding protein, plant and chromista	2.6132540781892062e-5	Zmays
AMP-binding, conserved site	3.4981228953601096e-5	Zmays
Chlorophyll A-B binding protein	3.4981228953601096e-5	Zmays
GAF-like domain superfamily	3.727990228331018e-5	Zmays
Transcription factor, MADS-box	3.86308755748526e-5	Zmays
Transcription factor, MADS-box superfamily	3.86308755748526e-5	Zmays
Aminotransferase class V domain	5.437845440522557e-5	Zmays
Acyl-CoA dehydrogenase-like, C-terminal	6.303114040568117e-5	Zmays
Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily	6.303114040568117e-5	Zmays
Acyl-CoA oxidase/dehydrogenase, central domain	6.303114040568117e-5	Zmays
3-hydroxyacyl-CoA dehydrogenase, NAD binding	6.303114040568117e-5	Zmays
AAA lid domain	6.303114040568117e-5	Zmays
Aminotransferase class-V, pyridoxal-phosphate binding site	6.303114040568117e-5	Zmays
Argonaut, glycine-rich domain	6.303114040568117e-5	Zmays
Biotin carboxylase-like, N-terminal domain	6.303114040568117e-5	Zmays
Biotin carboxylase, C-terminal	6.303114040568117e-5	Zmays
Biotin carboxylation domain	6.303114040568117e-5	Zmays
Citrate synthase active site	6.303114040568117e-5	Zmays
Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	6.303114040568117e-5	Zmays
Cystathionine gamma-synthase 1/2	6.303114040568117e-5	Zmays
Ded1/Dbp1, DEAD-box helicase domain	6.303114040568117e-5	Zmays
DNA-binding domain, ovate family-like	6.303114040568117e-5	Zmays
Fibronectin type III	6.303114040568117e-5	Zmays
Fibronectin type III superfamily	6.303114040568117e-5	Zmays
Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain	6.303114040568117e-5	Zmays
Nucleolar complex protein 4	6.303114040568117e-5	Zmays
Peptidase T1A, proteasome beta-subunit	6.303114040568117e-5	Zmays
PH-BEACH domain	6.303114040568117e-5	Zmays
Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain superfamily	6.303114040568117e-5	Zmays
Ribosomal protein L25/Gln-tRNA synthetase, N-terminal	6.303114040568117e-5	Zmays
RNA polymerase Rpb1, domain 1	6.303114040568117e-5	Zmays
RNA polymerase Rpb1, domain 3	6.303114040568117e-5	Zmays
RuvB-like	6.303114040568117e-5	Zmays
RuvB-like, AAA-lid domain	6.303114040568117e-5	Zmays
RuvBL1/2, DNA/RNA binding domain	6.303114040568117e-5	Zmays
TIP49, P-loop domain	6.303114040568117e-5	Zmays
Transcription factor FAMA/SPEECHLESS/MUTE	6.303114040568117e-5	Zmays
Uridine kinase-like	6.303114040568117e-5	Zmays
Signal transduction histidine kinase-related protein, C-terminal	7.958109558899865e-5	Zmays
Heat shock protein Hsp90, conserved site	9.484472922183621e-5	Zmays
Citrate synthase superfamily	1.0391833082016192e-4	Zmays
Nop, C-terminal domain	1.0391833082016192e-4	Zmays
Phospholipase D family	1.1537724771507598e-4	Zmays
AMP-dependent synthetase/ligase	1.257138315046037e-4	Zmays
Biotin/lipoyl attachment	1.644321695233424e-4	Zmays
Single hybrid motif	1.644321695233424e-4	Zmays
ANL, N-terminal domain	1.9739575399859092e-4	Zmays
Phospholipase D, plant	2.1759219597870046e-4	Zmays
Phosphoribosyltransferase domain	2.292492659544089e-4	Zmays
Actin/actin-like conserved site	2.360718321288337e-4	Zmays
ATP-dependent Clp protease proteolytic subunit	2.360718321288337e-4	Zmays
Isopropylmalate dehydrogenase-like domain	2.360718321288337e-4	Zmays
Mini-chromosome maintenance protein	2.360718321288337e-4	Zmays
SKP1 component, POZ domain	2.360718321288337e-4	Zmays
CCAAT-binding factor	2.5702527194938415e-4	Zmays
Dehydroascorbate reductases DHAR1/2/3/4	2.5702527194938415e-4	Zmays
Flavin amine oxidase	2.5702527194938415e-4	Zmays
Initiation factor 2B-like, C-terminal	2.5702527194938415e-4	Zmays
Initiation factor 2B-related	2.5702527194938415e-4	Zmays
Isocitrate dehydrogenase NAD-dependent	2.5702527194938415e-4	Zmays
RNA polymerase Rpb1, clamp domain superfamily	2.5702527194938415e-4	Zmays
RNA polymerase Rpb1, domain 3 superfamily	2.5702527194938415e-4	Zmays
RNA polymerase, N-terminal	2.5702527194938415e-4	Zmays
Pyridoxal phosphate-dependent transferase, major domain	2.73249829762977e-4	Zmays
Glycoside hydrolase superfamily	3.1164238972480554e-4	Zmays
Clp protease proteolytic subunit /Translocation-enhancing protein TepA	3.3905044798802393e-4	Zmays
Bacterial/plant glycogen synthase	3.609458196467885e-4	Zmays
Nop domain	3.609458196467885e-4	Zmays
NOSIC	3.609458196467885e-4	Zmays
Phospholipase D, C-terminal	3.609458196467885e-4	Zmays
Protein arginine N-methyltransferase	3.609458196467885e-4	Zmays
Pyridoxal phosphate-dependent decarboxylase	3.609458196467885e-4	Zmays
Transferase	4.189294866054913e-4	Zmays
Pyridoxal phosphate-dependent transferase	5.318980036294592e-4	Zmays
RNA helicase, DEAD-box type, Q motif	5.742177156163246e-4	Zmays
AIG1-type guanine nucleotide-binding (G) domain	6.099495165136814e-4	Zmays
Cyclin/Cyclin-like subunit Ssn8	6.099495165136814e-4	Zmays
Fructose-bisphosphate aldolase, class-I	6.099495165136814e-4	Zmays
GTPase GIMA/IAN/Toc	6.099495165136814e-4	Zmays
Nop domain superfamily	6.099495165136814e-4	Zmays
Nucleolar protein Nop56/Nop58	6.099495165136814e-4	Zmays
Acyl-CoA dehydrogenase/oxidase C-terminal	6.215835301577391e-4	Zmays
Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily	6.215835301577391e-4	Zmays
Circularly permuted (CP)-type guanine nucleotide-binding (G) domain	6.215835301577391e-4	Zmays
Glutamyl/glutaminyl-tRNA synthetase	6.215835301577391e-4	Zmays
Phytochrome A/B/C/D/E	6.215835301577391e-4	Zmays
Phytochrome chromophore attachment domain	6.215835301577391e-4	Zmays
RNA polymerase Rpb2, domain 2 superfamily	6.215835301577391e-4	Zmays
RNA polymerase Rpb2, domain 7	6.215835301577391e-4	Zmays
RNA polymerase Rpb2, OB-fold	6.215835301577391e-4	Zmays
RNA polymerase, beta subunit, conserved site	6.215835301577391e-4	Zmays
Signal recognition particle SRP54, helical bundle	6.215835301577391e-4	Zmays
Signal recognition particle SRP54, N-terminal domain superfamily	6.215835301577391e-4	Zmays
SRP/SRP receptor, N-terminal	6.215835301577391e-4	Zmays
WD-repeat protein SPA1/2/3/4	6.215835301577391e-4	Zmays
Ribosomal protein S5 domain 2-type fold	7.534117994545826e-4	Zmays
Pyridoxal phosphate-dependent transferase, small domain	8.584088685430443e-4	Zmays
Heat shock protein Hsp90 family	8.715847508213204e-4	Zmays
Heat shock protein Hsp90, N-terminal	8.715847508213204e-4	Zmays
Starch synthase, catalytic domain	9.158688554934555e-4	Zmays
Phospholipase D/Transphosphatidylase	0.0011344350172656128	Zmays
NAD(P)-binding domain superfamily	0.0011344350172656128	Zmays
3-hydroxyacyl-CoA dehydrogenase, C-terminal	0.0011344350172656128	Zmays
