TermID	genes	all	pval	padj	Class	Mode	Motif	Peak	Species
ATP synthase, F1 beta subunit superfamily	3	3	1.1671569171816355e-5	0.006498875609481994	InterPro	WGD	bifan	peak2	Zmays
ATP synthase, F1 complex, beta subunit	3	3	1.1671569171816355e-5	0.006498875609481994	InterPro	WGD	bifan	peak2	Zmays
PB1 domain	8	54	2.7852329969360663e-5	0.014596259276296125	InterPro	WGD	bifan	peak2	Zmays
Microtubule-associated protein 70	3	4	4.58955808622119e-5	0.022715762772302545	InterPro	WGD	bifan	peak2	Zmays
WD repeat-containing protein WDR44/Dgr2	4	10	4.963608071453334e-5	0.023274097004514608	InterPro	WGD	bifan	peak2	Zmays
STAR protein, homodimerisation region	4	11	7.659978578204343e-5	0.03412137457661124	InterPro	WGD	bifan	peak2	Zmays
ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	3	5	1.1279784286579072e-4	0.040196639283653184	InterPro	WGD	bifan	peak2	Zmays
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	3	5	1.1279784286579072e-4	0.040196639283653184	InterPro	WGD	bifan	peak2	Zmays
Sucrose-phosphate synthase	3	5	1.1279784286579072e-4	0.040196639283653184	InterPro	WGD	bifan	peak2	Zmays
Sucrose-phosphate synthase, C-terminal	3	5	1.1279784286579072e-4	0.040196639283653184	InterPro	WGD	bifan	peak2	Zmays
Sucrose-phosphate synthase, plant	3	5	1.1279784286579072e-4	0.040196639283653184	InterPro	WGD	bifan	peak2	Zmays
B3	10	55	5.503701281952468e-5	0.0024766655768786107	Family	SSD	bifan	peak2	Zmays
aspartate family amino acid biosynthetic process	3	4	9.576882987515361e-6	0.014049296021572455	GOBP	SSD	bifan	peak2	Zmays
protein K48-linked deubiquitination	4	11	9.866078666834589e-6	0.014049296021572455	GOBP	SSD	bifan	peak2	Zmays
brassinosteroid mediated signaling pathway	5	26	2.2296190507944663e-5	0.021166516855542133	GOBP	SSD	bifan	peak2	Zmays
tetrahydrofolylpolyglutamate biosynthetic process	3	6	4.693335002265391e-5	0.033416545216129585	GOBP	SSD	bifan	peak2	Zmays
homoserine biosynthetic process	3	7	8.131439875761624e-5	0.046316681532338214	GOBP	SSD	bifan	peak2	Zmays
homoserine dehydrogenase activity	3	4	9.576882987515361e-6	0.01258287140141426	GOMF	SSD	bifan	peak2	Zmays
nucleic acid binding	25	709	1.1972284872896536e-5	0.01258287140141426	GOMF	SSD	bifan	peak2	Zmays
tetrahydrofolylpolyglutamate synthase activity	3	6	4.693335002265391e-5	0.03288463391587284	GOMF	SSD	bifan	peak2	Zmays
Pleckstrin homology domain	11	36	9.58967010844995e-13	8.54343709961806e-9	InterPro	SSD	bifan	peak2	Zmays
PH-like domain superfamily	12	85	1.5280324152643074e-9	6.806620393794857e-6	InterPro	SSD	bifan	peak2	Zmays
Zinc finger, CCHC-type	9	47	1.1105489076171707e-8	2.4734700544903436e-5	InterPro	SSD	bifan	peak2	Zmays
Zinc finger, CCHC-type superfamily	9	47	1.1105489076171707e-8	2.4734700544903436e-5	InterPro	SSD	bifan	peak2	Zmays
Nucleotide-binding alpha-beta plait domain superfamily	18	301	1.521374231074955e-7	2.0281499481067923e-4	InterPro	SSD	bifan	peak2	Zmays
RNA-binding domain superfamily	18	301	1.521374231074955e-7	2.0281499481067923e-4	InterPro	SSD	bifan	peak2	Zmays
CCR4-NOT transcription complex subunit 4	4	5	1.5935626486415473e-7	2.0281499481067923e-4	InterPro	SSD	bifan	peak2	Zmays
RNA recognition motif domain	17	284	3.350977803596739e-7	3.731732656530418e-4	InterPro	SSD	bifan	peak2	Zmays
Bifunctional aspartokinase/homoserine dehydrogenase, N-terminal catalytic domain	3	3	2.4183806450972046e-6	0.0017954460972642496	InterPro	SSD	bifan	peak2	Zmays
CNOT4, RNA recognition motif	3	3	2.4183806450972046e-6	0.0017954460972642496	InterPro	SSD	bifan	peak2	Zmays
Folylpolyglutamate synthase, eukaryota	3	3	2.4183806450972046e-6	0.0017954460972642496	InterPro	SSD	bifan	peak2	Zmays
USP8 dimerisation domain	3	3	2.4183806450972046e-6	0.0017954460972642496	InterPro	SSD	bifan	peak2	Zmays
Translation elongation factor EF1A, eukaryotic/archaeal	4	9	3.848130144302347e-6	0.0026371531888915085	InterPro	SSD	bifan	peak2	Zmays
Aspartate/homoserine dehydrogenase, NAD-binding	3	4	9.576882987515361e-6	0.00449055002819865	InterPro	SSD	bifan	peak2	Zmays
Bifunctional aspartokinase/homoserine dehydrogenase I	3	4	9.576882987515361e-6	0.00449055002819865	InterPro	SSD	bifan	peak2	Zmays
Homoserine dehydrogenase, catalytic	3	4	9.576882987515361e-6	0.00449055002819865	InterPro	SSD	bifan	peak2	Zmays
Homoserine dehydrogenase, conserved site	3	4	9.576882987515361e-6	0.00449055002819865	InterPro	SSD	bifan	peak2	Zmays
NOT4, modified RING finger, HC subclass (C4C4-type)	3	4	9.576882987515361e-6	0.00449055002819865	InterPro	SSD	bifan	peak2	Zmays
STAMBP/STALP-like, MPN domain	3	4	9.576882987515361e-6	0.00449055002819865	InterPro	SSD	bifan	peak2	Zmays
Kelch-type beta propeller	7	63	2.161915185979121e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Coatomer beta' subunit (COPB2)	3	5	2.3703173071492193e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Exocyst complex component Exo84	3	5	2.3703173071492193e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Folylpolyglutamate synthetase	3	5	2.3703173071492193e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Folylpolyglutamate synthetase, conserved site	3	5	2.3703173071492193e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Phosphatase BSL, C-terminal metallophosphatase domain	3	5	2.3703173071492193e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Protein of unknown function wound-induced	3	5	2.3703173071492193e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Serine/threonine protein phosphatase, BSU1	3	5	2.3703173071492193e-5	0.00782116921829348	InterPro	SSD	bifan	peak2	Zmays
Rho GTPase activation protein	4	14	2.8987196376863774e-5	0.008905066638671702	InterPro	SSD	bifan	peak2	Zmays
Rho GTPase-activating protein domain	4	14	2.8987196376863774e-5	0.008905066638671702	InterPro	SSD	bifan	peak2	Zmays
Aspartate kinase	3	6	4.693335002265391e-5	0.013488039204897538	InterPro	SSD	bifan	peak2	Zmays
Mur-like, catalytic domain superfamily	3	6	4.693335002265391e-5	0.013488039204897538	InterPro	SSD	bifan	peak2	Zmays
Translation elongation factor EFTu/EF1A, C-terminal	4	17	6.675871235729426e-5	0.018586042762222955	InterPro	SSD	bifan	peak2	Zmays
Aspartate kinase, conserved site	3	7	8.131439875761624e-5	0.020123054959211198	InterPro	SSD	bifan	peak2	Zmays
Glycoside hydrolase, family 79	3	7	8.131439875761624e-5	0.020123054959211198	InterPro	SSD	bifan	peak2	Zmays
Kelch repeat type 2	3	7	8.131439875761624e-5	0.020123054959211198	InterPro	SSD	bifan	peak2	Zmays
LIM-domain binding protein/SEUSS	3	7	8.131439875761624e-5	0.020123054959211198	InterPro	SSD	bifan	peak2	Zmays
Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	4	19	1.0643808429430712e-4	0.025628564675080595	InterPro	SSD	bifan	peak2	Zmays
AP-2 complex subunit sigma	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
Aquaporin SIP1-1/2-like	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
CASTOR,  ACT domain	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
Kinetochore protein SPC24-like	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.1/1.2/1.3/1.4	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
Phospholipase D, eukaryotic type	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
Proteasome maturation factor Ump1	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
Putative rRNA methylase	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
Splicing factor 3B subunit 5/RDS3 complex subunit 10	2	2	1.8086099610415646e-4	0.035028056832433256	InterPro	SSD	bifan	peak2	Zmays
Coatomer, WD associated region	3	9	1.912858175414484e-4	0.03550344475993258	InterPro	SSD	bifan	peak2	Zmays
Plant myosin, class XI, motor domain	3	9	1.912858175414484e-4	0.03550344475993258	InterPro	SSD	bifan	peak2	Zmays
Class XI myosin, cargo binding domain	3	10	2.705459072126015e-4	0.047260656614844444	InterPro	SSD	bifan	peak2	Zmays
Oxysterol-binding protein	3	10	2.705459072126015e-4	0.047260656614844444	InterPro	SSD	bifan	peak2	Zmays
Oxysterol-binding protein superfamily	3	10	2.705459072126015e-4	0.047260656614844444	InterPro	SSD	bifan	peak2	Zmays
Tr-type G domain, conserved site	4	24	2.76740752841114e-4	0.047413141674259314	InterPro	SSD	bifan	peak2	Zmays
HB-other	7	76	3.114237709184913e-4	0.011187037721466061	Family	WGD	bifan	peak3	Zmays
MYB	6	58	4.972016765096027e-4	0.011187037721466061	Family	WGD	bifan	peak3	Zmays
translation	12	552	3.736709974181344e-11	5.657410635307433e-8	GOBP	WGD	bifan	peak3	Zmays
water transport	5	16	3.9729007270417365e-11	5.657410635307433e-8	GOBP	WGD	bifan	peak3	Zmays
protein heterotetramerization	3	4	1.6744539838803788e-8	1.5896149820304398e-5	GOBP	WGD	bifan	peak3	Zmays
protein homotetramerization	3	5	4.1813977024536773e-8	2.977155164147018e-5	GOBP	WGD	bifan	peak3	Zmays
cytoplasmic translation	4	48	1.168926393889428e-6	6.658204739594183e-4	GOBP	WGD	bifan	peak3	Zmays
protein stabilization	3	25	9.401948138894496e-6	0.004462791383261921	GOBP	WGD	bifan	peak3	Zmays
transmembrane transport	7	589	4.2270980523831515e-5	0.017198250361696022	GOBP	WGD	bifan	peak3	Zmays
structural constituent of ribosome	12	417	1.4167339372956723e-12	2.977974736195503e-9	GOMF	WGD	bifan	peak3	Zmays
water channel activity	5	15	2.734571344586762e-11	2.8740344831606868e-8	GOMF	WGD	bifan	peak3	Zmays
channel activity	5	22	2.378421054801641e-10	1.666480352397683e-7	GOMF	WGD	bifan	peak3	Zmays
adenyl-nucleotide exchange factor activity	3	20	4.686537524276241e-6	0.0024627754690071646	GOMF	WGD	bifan	peak3	Zmays
lipid transporter activity	2	6	4.0106984365856024e-5	0.01686097622740587	GOMF	WGD	bifan	peak3	Zmays
Aquaporin transporter	5	18	7.774757268108139e-11	3.46326562507877e-7	InterPro	WGD	bifan	peak3	Zmays
Major intrinsic protein, conserved site	5	18	7.774757268108139e-11	3.46326562507877e-7	InterPro	WGD	bifan	peak3	Zmays
Aquaporin-like	5	21	1.840025567239192e-10	4.0981969446334905e-7	InterPro	WGD	bifan	peak3	Zmays
Major intrinsic protein	5	21	1.840025567239192e-10	4.0981969446334905e-7	InterPro	WGD	bifan	peak3	Zmays
60S ribosomal protein L18a/ L20, eukaryotes	3	4	1.6744539838803788e-8	2.9835421084780588e-5	InterPro	WGD	bifan	peak3	Zmays
50S ribosomal protein L18Ae/60S ribosomal protein L20 and L18a	3	5	4.1813977024536773e-8	5.3217245901656875e-5	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A	3	5	4.1813977024536773e-8	5.3217245901656875e-5	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L5, C-terminal	3	6	8.353331933601882e-8	7.441983419645916e-5	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L5, conserved site	3	6	8.353331933601882e-8	7.441983419645916e-5	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L5, N-terminal	3	6	8.353331933601882e-8	7.441983419645916e-5	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L5	3	7	1.4601789111971972e-7	1.0840611599879858e-4	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L5 domain superfamily	3	7	1.4601789111971972e-7	1.0840611599879858e-4	InterPro	WGD	bifan	peak3	Zmays
Molecular chaperone regulator BAG	3	8	2.3336426592788667e-7	1.5992632655011864e-4	InterPro	WGD	bifan	peak3	Zmays
BAG domain	3	12	9.12646051868127e-7	5.807688340066531e-4	InterPro	WGD	bifan	peak3	Zmays
BAG domain superfamily	3	13	1.1850975936125257e-6	7.038689640995994e-4	InterPro	WGD	bifan	peak3	Zmays
ABC transporter A	2	3	8.046485270429115e-6	0.003982563181902944	InterPro	WGD	bifan	peak3	Zmays
PAM2-containing protein CID1/CID2	2	3	8.046485270429115e-6	0.003982563181902944	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L6, conserved site-2	2	3	8.046485270429115e-6	0.003982563181902944	InterPro	WGD	bifan	peak3	Zmays
Eukaryotic Ribosomal Protein L27, KOW domain	2	4	1.607622600101947e-5	0.0059676290601284356	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L27e	2	4	1.607622600101947e-5	0.0059676290601284356	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L27e superfamily	2	4	1.607622600101947e-5	0.0059676290601284356	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L27e, conserved site	2	4	1.607622600101947e-5	0.0059676290601284356	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L31e	2	4	1.607622600101947e-5	0.0059676290601284356	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L31e domain superfamily	2	4	1.607622600101947e-5	0.0059676290601284356	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L6	2	5	2.6765834017016062e-5	0.008831733898429485	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L6, alpha-beta domain	2	5	2.6765834017016062e-5	0.008831733898429485	InterPro	WGD	bifan	peak3	Zmays
Ribosomal protein L6, alpha-beta domain superfamily	2	5	2.6765834017016062e-5	0.008831733898429485	InterPro	WGD	bifan	peak3	Zmays
TCP	15	18	2.048853834710449e-7	9.21984225619702e-6	Family	SSD	bifan	peak3	Zmays
protein polyubiquitination	22	82	4.56350777145019e-9	1.2968266617239396e-5	GOBP	SSD	bifan	peak3	Zmays
protein transport	64	481	1.279814763387271e-8	1.2968266617239396e-5	GOBP	SSD	bifan	peak3	Zmays
hydrogen peroxide catabolic process	17	53	1.3660393206361723e-8	1.2968266617239396e-5	GOBP	SSD	bifan	peak3	Zmays
response to chemical	14	39	5.157234307630928e-8	3.6719508270332207e-5	GOBP	SSD	bifan	peak3	Zmays
calcium-mediated signaling	12	29	7.37578358373784e-8	4.2012463292970736e-5	GOBP	SSD	bifan	peak3	Zmays
water transport	9	16	1.20210445478987e-7	5.7059891454025836e-5	GOBP	SSD	bifan	peak3	Zmays
protein peptidyl-prolyl isomerization	14	43	2.1099284095379927e-7	7.671355013025986e-5	GOBP	SSD	bifan	peak3	Zmays
cytidine to uridine editing	8	13	2.424234379116358e-7	7.671355013025986e-5	GOBP	SSD	bifan	peak3	Zmays
mitochondrial mRNA modification	8	13	2.424234379116358e-7	7.671355013025986e-5	GOBP	SSD	bifan	peak3	Zmays
auxin-activated signaling pathway	17	69	9.610051919945163e-7	2.7369427868003825e-4	GOBP	SSD	bifan	peak3	Zmays
vesicle-mediated transport	33	214	1.7888758908315512e-6	4.631562306443871e-4	GOBP	SSD	bifan	peak3	Zmays
chaperone-mediated protein folding	8	16	2.0416363716672506e-6	4.7305141651853255e-4	GOBP	SSD	bifan	peak3	Zmays
glutathione metabolic process	14	51	2.159293684951167e-6	4.7305141651853255e-4	GOBP	SSD	bifan	peak3	Zmays
response to oxidative stress	20	99	3.182864696327771e-6	6.474856182243923e-4	GOBP	SSD	bifan	peak3	Zmays
protein modification by small protein removal	7	13	4.8775504592629864e-6	9.260842471987324e-4	GOBP	SSD	bifan	peak3	Zmays
defense response to other organism	9	23	5.727559844292133e-6	0.0010195056522839996	GOBP	SSD	bifan	peak3	Zmays
photosynthesis, light harvesting	7	14	9.2209460750849655e-06	0.0015447796718730579	GOBP	SSD	bifan	peak3	Zmays
cellular oxidant detoxification	21	116	1.1155467546645984e-5	0.001765042865158209	GOBP	SSD	bifan	peak3	Zmays
nucleosome assembly	11	38	1.5270241809233462e-5	0.0021619781924241068	GOBP	SSD	bifan	peak3	Zmays
gibberellin catabolic process	4	4	1.5941552682902474e-5	0.0021619781924241068	GOBP	SSD	bifan	peak3	Zmays
protein heterotetramerization	4	4	1.5941552682902474e-5	0.0021619781924241068	GOBP	SSD	bifan	peak3	Zmays
response to light stimulus	10	32	1.7678077325686536e-5	0.002288507464707057	GOBP	SSD	bifan	peak3	Zmays
photosynthesis, light harvesting in photosystem I	6	11	2.219371316808131e-5	0.002748160656638938	GOBP	SSD	bifan	peak3	Zmays
RNA metabolic process	9	29	4.9681421149958306e-5	0.005895528643128386	GOBP	SSD	bifan	peak3	Zmays
protein homotetramerization	4	5	7.568629149200696e-5	0.008622182326769433	GOBP	SSD	bifan	peak3	Zmays
glycerol ether metabolic process	5	10	1.9362604037285457e-4	0.021209498576226532	GOBP	SSD	bifan	peak3	Zmays
anisotropic cell growth	4	6	2.1562801265789138e-4	0.022744762224062024	GOBP	SSD	bifan	peak3	Zmays
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7	23	3.977980934867536e-4	0.04046174893750979	GOBP	SSD	bifan	peak3	Zmays
calcium import into the mitochondrion	4	7	4.778585234687351e-4	0.04252940858871743	GOBP	SSD	bifan	peak3	Zmays
mitochondrial calcium ion homeostasis	4	7	4.778585234687351e-4	0.04252940858871743	GOBP	SSD	bifan	peak3	Zmays
regulation of cellulose biosynthetic process	4	7	4.778585234687351e-4	0.04252940858871743	GOBP	SSD	bifan	peak3	Zmays
UTP biosynthetic process	4	7	4.778585234687351e-4	0.04252940858871743	GOBP	SSD	bifan	peak3	Zmays
mitochondrial cytochrome c oxidase assembly	5	12	5.468295984290089e-4	0.04719305140381264	GOBP	SSD	bifan	peak3	Zmays
peptidyl-prolyl cis-trans isomerase activity	21	64	1.6811494924313212e-10	3.533776233090637e-7	GOMF	SSD	bifan	peak3	Zmays
GTPase activity	43	240	4.92362318976575e-10	5.174727972443803e-7	GOMF	SSD	bifan	peak3	Zmays
ubiquitin conjugating enzyme activity	17	50	4.990935912028293e-9	3.496982429027824e-6	GOMF	SSD	bifan	peak3	Zmays
channel activity	11	22	2.2917032475695374e-8	1.204290056597792e-5	GOMF	SSD	bifan	peak3	Zmays
water channel activity	9	15	5.573234895041807e-8	2.3429879498755754e-5	GOMF	SSD	bifan	peak3	Zmays
GTP binding	45	302	7.137117409698767e-8	2.5003701325311347e-5	GOMF	SSD	bifan	peak3	Zmays
peroxidase activity	20	83	1.6008199930878566e-7	4.792559553457663e-5	GOMF	SSD	bifan	peak3	Zmays
structural constituent of chromatin	18	69	1.8239998300504901e-7	4.792559553457663e-5	GOMF	SSD	bifan	peak3	Zmays
glutathione transferase activity	14	43	2.1099284095379927e-7	4.927855018720956e-5	GOMF	SSD	bifan	peak3	Zmays
protein heterodimerization activity	19	87	1.6357677729140572e-6	3.438383858665348e-4	GOMF	SSD	bifan	peak3	Zmays
heme binding	28	177	6.456981258757341e-6	0.0012338704187189028	GOMF	SSD	bifan	peak3	Zmays
chlorophyll binding	7	14	9.2209460750849655e-06	0.0016152023874857163	GOMF	SSD	bifan	peak3	Zmays
uniporter activity	4	4	1.5941552682902474e-5	0.002577626441497	GOMF	SSD	bifan	peak3	Zmays
calcium ion binding	31	217	1.7703209816291016e-5	0.002658010502417408	GOMF	SSD	bifan	peak3	Zmays
deubiquitinase activity	8	22	3.602194883979527e-5	0.00504787576408331	GOMF	SSD	bifan	peak3	Zmays
transcription cis-regulatory region binding	12	49	4.028407397393107e-5	0.005292320218325194	GOMF	SSD	bifan	peak3	Zmays
ubiquitin conjugating enzyme binding	8	23	5.2178956304063465e-5	0.006451774479478906	GOMF	SSD	bifan	peak3	Zmays
glutathione binding	6	13	7.38298532562251e-5	0.008167913239188694	GOMF	SSD	bifan	peak3	Zmays
kinase binding	6	13	7.38298532562251e-5	0.008167913239188694	GOMF	SSD	bifan	peak3	Zmays
proton transmembrane transporter activity	7	19	1.0224317564322328e-4	0.010745757760102765	GOMF	SSD	bifan	peak3	Zmays
metal ion binding	144	1690	1.169203100115807e-4	0.011703166268778221	GOMF	SSD	bifan	peak3	Zmays
adenyl-nucleotide exchange factor activity	7	20	1.4873413494510254e-4	0.014210870529754798	GOMF	SSD	bifan	peak3	Zmays
structural constituent of ribosome	46	417	1.7090171159714172e-4	0.015618930338138779	GOMF	SSD	bifan	peak3	Zmays
electron transfer activity	18	111	2.0145651254658084e-4	0.01764423289053804	GOMF	SSD	bifan	peak3	Zmays
calcium channel activity	4	6	2.1562801265789138e-4	0.018130003304275506	GOMF	SSD	bifan	peak3	Zmays
hydrolase activity, acting on ester bonds	15	84	2.2758759441260083e-4	0.01839958167135719	GOMF	SSD	bifan	peak3	Zmays
C-19 gibberellin 2-beta-dioxygenase activity	3	3	2.5258095714155224e-4	0.019663895255983065	GOMF	SSD	bifan	peak3	Zmays
protein-disulfide reductase activity	11	52	3.3882916508248606e-4	0.02543638946440663	GOMF	SSD	bifan	peak3	Zmays
oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	6	17	4.2747842052175833e-4	0.030984815170232275	GOMF	SSD	bifan	peak3	Zmays
carbonate dehydratase activity	4	7	4.778585234687351e-4	0.03348195387770937	GOMF	SSD	bifan	peak3	Zmays
Small GTP-binding protein domain	36	125	5.363438700443284e-15	2.6950044676761315e-11	InterPro	SSD	bifan	peak3	Zmays
Thioredoxin-like superfamily	46	197	6.050071764903203e-15	2.6950044676761315e-11	InterPro	SSD	bifan	peak3	Zmays
Ubiquitin-conjugating enzyme E2	26	68	1.7354030923095626e-14	5.153568716461964e-11	InterPro	SSD	bifan	peak3	Zmays
Ubiquitin-conjugating enzyme, active site	20	43	2.1436748844533705e-13	4.774499886398769e-10	InterPro	SSD	bifan	peak3	Zmays
Ubiquitin-conjugating enzyme/RWD-like	26	77	5.294668945299848e-13	9.43404112673527e-10	InterPro	SSD	bifan	peak3	Zmays
