TermID	genes	all	pval	padj	Class	Mode	Motif	Species
Sm-like protein Lsm7/SmG	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Stomatal closure-related actin-binding protein	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Stomatal closure-related actin-binding protein, actin-binding domain	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Stomatal closure-related actin-binding protein, coiled-coil domain	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Stomatal closure-related actin-binding protein, PH domain	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Transcription factor BTF3	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Translation elongation factor eEF-1beta-like superfamily	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Translation elongation factor EF1B, beta/delta chains, conserved site	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Porin domain superfamily	7	13	2.2965966892918036e-4	0.02536338977832509	InterPro	WGD	bifan	Ptrichocarpa
Bromodomain-like superfamily	12	34	2.33078493368902e-4	0.02543082934878044	InterPro	WGD	bifan	Ptrichocarpa
Kinesin motor domain, conserved site	16	54	2.3773618245008296e-4	0.025630224622237515	InterPro	WGD	bifan	Ptrichocarpa
S1 domain	8	17	2.669800783523423e-4	0.028444371641868377	InterPro	WGD	bifan	Ptrichocarpa
Actin/actin-like conserved site	6	10	3.0667008413113954e-4	0.031921888297604596	InterPro	WGD	bifan	Ptrichocarpa
BOULE/DAZ family	6	10	3.0667008413113954e-4	0.031921888297604596	InterPro	WGD	bifan	Ptrichocarpa
PB1 domain	18	66	3.140942723564276e-4	0.03232315602795237	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L12/P1/P2 family	5	7	3.3214770573303893e-4	0.03305417168261979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein P1/P2, N-terminal domain	5	7	3.3214770573303893e-4	0.03305417168261979	InterPro	WGD	bifan	Ptrichocarpa
UROD/MetE-like superfamily	5	7	3.3214770573303893e-4	0.03305417168261979	InterPro	WGD	bifan	Ptrichocarpa
RNA-binding domain, S1	8	18	4.3259531995621856e-4	0.042582426277429516	InterPro	WGD	bifan	Ptrichocarpa
Dof	15	34	7.320602004810856e-4	0.03221064882116777	Family	SSD	bifan	Ptrichocarpa
translation	115	567	2.9848401391646157e-35	8.017280613796157e-32	GOBP	SSD	bifan	Ptrichocarpa
cytoplasmic translation	26	63	6.830259265953717e-17	9.173038194175842e-14	GOBP	SSD	bifan	Ptrichocarpa
cell redox homeostasis	26	137	2.6573934652328778e-8	2.37925294920517e-5	GOBP	SSD	bifan	Ptrichocarpa
ribosomal large subunit assembly	15	52	7.666071347682748e-8	5.147766909968965e-5	GOBP	SSD	bifan	Ptrichocarpa
nucleosome assembly	14	54	8.815558967191533e-7	4.3276432071175775e-4	GOBP	SSD	bifan	Ptrichocarpa
response to other organism	12	40	9.667110663702704e-7	4.3276432071175775e-4	GOBP	SSD	bifan	Ptrichocarpa
plant-type secondary cell wall biogenesis	13	51	2.6619557616903336e-6	0.0010214304537000337	GOBP	SSD	bifan	Ptrichocarpa
polyamine biosynthetic process	7	14	3.658090976045526e-6	0.0012282040452072853	GOBP	SSD	bifan	Ptrichocarpa
maturation of LSU-rRNA	9	29	1.6489241330561086e-5	0.004921122468209675	GOBP	SSD	bifan	Ptrichocarpa
xylan biosynthetic process	8	24	2.7329760006440724e-5	0.006714526217014034	GOBP	SSD	bifan	Ptrichocarpa
hydrogen peroxide catabolic process	11	46	2.9997883322475204e-5	0.006714526217014034	GOBP	SSD	bifan	Ptrichocarpa
Rab protein signal transduction	11	46	2.9997883322475204e-5	0.006714526217014034	GOBP	SSD	bifan	Ptrichocarpa
glycerol ether metabolic process	9	32	3.976795225104192e-5	0.008216670749715277	GOBP	SSD	bifan	Ptrichocarpa
regulation of G2/M transition of mitotic cell cycle	4	5	4.361685929032624e-5	0.00836820600384402	GOBP	SSD	bifan	Ptrichocarpa
translational elongation	10	43	8.873428243897274e-5	0.015889352175405387	GOBP	SSD	bifan	Ptrichocarpa
chloroplast rRNA processing	7	22	1.2318868532511365e-4	0.018670710637893478	GOBP	SSD	bifan	Ptrichocarpa
oxidative photosynthetic carbon pathway	4	6	1.2512017553316553e-4	0.018670710637893478	GOBP	SSD	bifan	Ptrichocarpa
phloem development	4	6	1.2512017553316553e-4	0.018670710637893478	GOBP	SSD	bifan	Ptrichocarpa
histone-serine phosphorylation	3	3	1.6621595821202437e-4	0.022322803187874874	GOBP	SSD	bifan	Ptrichocarpa
regulation of cytokinesis	3	3	1.6621595821202437e-4	0.022322803187874874	GOBP	SSD	bifan	Ptrichocarpa
rRNA catabolic process	6	17	2.0054520426465846e-4	0.025650686602612983	GOBP	SSD	bifan	Ptrichocarpa
response to water deprivation	9	40	2.6056087015279374e-4	0.03181211351047291	GOBP	SSD	bifan	Ptrichocarpa
positive regulation of translational fidelity	4	7	2.7918591763040004e-4	0.032604059771967585	GOBP	SSD	bifan	Ptrichocarpa
structural constituent of ribosome	107	450	2.0636468936300807e-39	4.2222215443671453e-36	GOMF	SSD	bifan	Ptrichocarpa
protein heterodimerization activity	25	80	4.967838237502803e-13	5.082098516965367e-10	GOMF	SSD	bifan	Ptrichocarpa
GTPase activity	45	261	7.65960238326581e-12	4.578837260418572e-9	GOMF	SSD	bifan	Ptrichocarpa
structural constituent of chromatin	21	63	8.951783500329563e-12	4.578837260418572e-9	GOMF	SSD	bifan	Ptrichocarpa
GTP binding	49	319	6.667675238725135e-11	2.728412707686325e-8	GOMF	SSD	bifan	Ptrichocarpa
RNA binding	101	976	5.435766266969547e-10	1.8535962970366155e-7	GOMF	SSD	bifan	Ptrichocarpa
rRNA binding	20	82	1.3026337947058504e-8	3.8074124913830997e-6	GOMF	SSD	bifan	Ptrichocarpa
large ribosomal subunit rRNA binding	9	17	7.297338695423434e-8	1.8662943713545432e-5	GOMF	SSD	bifan	Ptrichocarpa
polysaccharide binding	8	18	2.1871112260067695e-6	4.972032853788723e-4	GOMF	SSD	bifan	Ptrichocarpa
protein-disulfide reductase activity	16	76	3.0220595459495188e-6	6.183133831012715e-4	GOMF	SSD	bifan	Ptrichocarpa
cyclosporin A binding	8	22	1.3114855503808216e-5	0.0024393631237083283	GOMF	SSD	bifan	Ptrichocarpa
mRNA binding	40	368	3.249934233249887e-5	0.005541137867691058	GOMF	SSD	bifan	Ptrichocarpa
cyclin binding	4	6	1.2512017553316553e-4	0.01969199070314282	GOMF	SSD	bifan	Ptrichocarpa
histone serine kinase activity	3	3	1.6621595821202437e-4	0.02429127503584299	GOMF	SSD	bifan	Ptrichocarpa
electron transfer activity	17	116	2.0249090022462932e-4	0.02761975879063944	GOMF	SSD	bifan	Ptrichocarpa
(S)-2-hydroxy-acid oxidase activity	4	7	2.7918591763040004e-4	0.03176268628431733	GOMF	SSD	bifan	Ptrichocarpa
2-alkenal reductase [NAD(P)+] activity	4	7	2.7918591763040004e-4	0.03176268628431733	GOMF	SSD	bifan	Ptrichocarpa
peroxidase activity	11	58	2.794371227359296e-4	0.03176268628431733	GOMF	SSD	bifan	Ptrichocarpa
NAD+ binding	5	13	4.4388846995586e-4	0.046301868299501364	GOMF	SSD	bifan	Ptrichocarpa
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	17	124	4.5260868327958326e-4	0.046301868299501364	GOMF	SSD	bifan	Ptrichocarpa
Histone-fold	25	73	4.6013407817978086e-14	4.1669742119960954e-10	InterPro	SSD	bifan	Ptrichocarpa
Histone H4	10	12	1.4616899111595877e-11	4.412354611820408e-8	InterPro	SSD	bifan	Ptrichocarpa
Histone H4, conserved site	10	12	1.4616899111595877e-11	4.412354611820408e-8	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L7Ae/L8/Nhp2 family	8	8	8.213252553164084e-11	1.8594803780363486e-7	InterPro	SSD	bifan	Ptrichocarpa
CENP-T/Histone H4, histone fold	9	11	2.2324588340386748e-10	4.043429440210848e-7	InterPro	SSD	bifan	Ptrichocarpa
Small GTP-binding protein domain	28	136	1.1480410743071333e-9	1.7327766614875665e-6	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L7Ae conserved site	7	7	1.5013299551362035e-9	1.9422920105304942e-6	InterPro	SSD	bifan	Ptrichocarpa
Small GTPase	21	82	2.180303924928214e-9	2.468104043018738e-6	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L7Ae/L30e/S12e/Gadd45	10	17	3.341030750664612e-9	3.3618193864465252e-6	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L2, domain 2	12	33	8.786992897715019e-8	7.957500768170721e-5	InterPro	SSD	bifan	Ptrichocarpa
Histone H2A/H2B/H3	13	40	1.1841712699660405e-7	9.380066225191344e-5	InterPro	SSD	bifan	Ptrichocarpa
RNA-binding S4 domain	9	18	1.3880132634535737e-7	9.380066225191344e-5	InterPro	SSD	bifan	Ptrichocarpa
RNA-binding S4 domain superfamily	9	18	1.3880132634535737e-7	9.380066225191344e-5	InterPro	SSD	bifan	Ptrichocarpa
50S ribosomal protein L30e-like	10	23	1.4500985772159762e-7	9.380066225191344e-5	InterPro	SSD	bifan	Ptrichocarpa
Histone H2A conserved site	8	14	1.8301426060986496e-7	1.1049180960552914e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L7A/L8	5	5	5.003837700682811e-7	2.708265718761369e-4	InterPro	SSD	bifan	Ptrichocarpa
Thioredoxin, conserved site	12	38	5.189719465984575e-7	2.708265718761369e-4	InterPro	SSD	bifan	Ptrichocarpa
Phytocyanin	10	26	5.784744547016584e-7	2.708265718761369e-4	InterPro	SSD	bifan	Ptrichocarpa
Phytocyanin domain	10	26	5.784744547016584e-7	2.708265718761369e-4	InterPro	SSD	bifan	Ptrichocarpa
Thioredoxin domain	19	93	5.981152205745073e-7	2.708265718761369e-4	InterPro	SSD	bifan	Ptrichocarpa
Early nodulin-like protein domain	6	8	6.974290736066397e-7	2.92371955874816e-4	InterPro	SSD	bifan	Ptrichocarpa
Histone H2A, C-terminal domain	8	16	7.102675606499506e-7	2.92371955874816e-4	InterPro	SSD	bifan	Ptrichocarpa
Histone H2A	8	17	1.2767512706016984e-6	4.817608127737075e-4	InterPro	SSD	bifan	Ptrichocarpa
Wall-associated receptor kinase, galacturonan-binding domain	8	17	1.2767512706016984e-6	4.817608127737075e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L2	5	6	2.865201168906656e-6	8.370084446973767e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L2, C-terminal	5	6	2.865201168906656e-6	8.370084446973767e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L2, conserved site	5	6	2.865201168906656e-6	8.370084446973767e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L2, domain 3	5	6	2.865201168906656e-6	8.370084446973767e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4e	5	6	2.865201168906656e-6	8.370084446973767e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4e, N-terminal	5	6	2.865201168906656e-6	8.370084446973767e-4	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4e, N-terminal, conserved site	5	6	2.865201168906656e-6	8.370084446973767e-4	InterPro	SSD	bifan	Ptrichocarpa
Thioredoxin-like superfamily	29	210	4.65299573403389e-6	0.0013167977927315909	InterPro	SSD	bifan	Ptrichocarpa
Proteasome alpha-subunit, N-terminal domain	7	15	6.532380748011556e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
40S Ribosomal protein S10	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
50S ribosomal protein L18Ae/60S ribosomal protein L20 and L18a	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Plectin/S10, N-terminal	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Prohibitin	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Protein of unknown function DUF674	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ran GTPase	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L32e	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L32e superfamily	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S7e	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal Proteins L2, RNA binding domain	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Translation elongation factor eEF-1beta-like superfamily	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Translation elongation factor EF1B, beta/delta chains, conserved site	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain	4	4	9.12367887411988e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L6	5	7	9.570868960239669e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L6, alpha-beta domain	5	7	9.570868960239669e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L6, alpha-beta domain superfamily	5	7	9.570868960239669e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S8	5	7	9.570868960239669e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S8 superfamily	5	7	9.570868960239669e-6	0.0016668036404602008	InterPro	SSD	bifan	Ptrichocarpa
Aldose 1-/Glucose-6-phosphate 1-epimerase	6	11	9.966639098143794e-6	0.0017029789372224567	InterPro	SSD	bifan	Ptrichocarpa
Proteasome alpha-type subunit	7	16	1.1060691004848384e-5	0.0018245192986437804	InterPro	SSD	bifan	Ptrichocarpa
RNA recognition motif domain	35	290	1.1080892383547695e-5	0.0018245192986437804	InterPro	SSD	bifan	Ptrichocarpa
NAD(P)-binding domain superfamily	40	357	1.6142876669859488e-5	0.0026105337700401345	InterPro	SSD	bifan	Ptrichocarpa
KOW	7	17	1.790944881882107e-5	0.0028454029561972563	InterPro	SSD	bifan	Ptrichocarpa
Osmotin/thaumatin-like superfamily	8	23	1.914101032915266e-5	0.002937982873572991	InterPro	SSD	bifan	Ptrichocarpa
Thaumatin family	8	23	1.914101032915266e-5	0.002937982873572991	InterPro	SSD	bifan	Ptrichocarpa
Beta tubulin	7	18	2.7914572741521094e-5	0.004213239512453584	InterPro	SSD	bifan	Ptrichocarpa
Nucleotide-binding alpha-beta plait domain superfamily	35	305	3.259619821779967e-5	0.004839199525580226	InterPro	SSD	bifan	Ptrichocarpa
Virus X resistance protein-like, coiled-coil domain	10	39	3.596182213285378e-5	0.005252746148953611	InterPro	SSD	bifan	Ptrichocarpa
RNA-binding domain superfamily	35	307	3.736327748901569e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
40S ribosomal protein S4, C-terminal domain	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Protein SIEVE ELEMENT OCCLUSION	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S27a	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4, conserved site	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4, KOW domain	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4/S9, eukaryotic/archaeal	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4e, central domain superfamily	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4e, central region	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
S27a-like superfamily	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Sieve element occlusion, C-terminal	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Sieve element occlusion, N-terminal	4	5	4.361685929032624e-5	0.005337760509908033	InterPro	SSD	bifan	Ptrichocarpa
Macrophage migration inhibitory factor	5	9	5.231699379093085e-5	0.0060741371252649974	InterPro	SSD	bifan	Ptrichocarpa
NAC A/B domain superfamily	5	9	5.231699379093085e-5	0.0060741371252649974	InterPro	SSD	bifan	Ptrichocarpa
Nascent polypeptide-associated complex NAC domain	5	9	5.231699379093085e-5	0.0060741371252649974	InterPro	SSD	bifan	Ptrichocarpa
Tautomerase/MIF superfamily	5	9	5.231699379093085e-5	0.0060741371252649974	InterPro	SSD	bifan	Ptrichocarpa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase	6	14	5.61336799772992e-5	0.006434767162967361	InterPro	SSD	bifan	Ptrichocarpa
Alpha crystallin/Hsp20 domain	10	41	5.7358450839770656e-5	0.006492976635062039	InterPro	SSD	bifan	Ptrichocarpa
Chlorophyll A-B binding protein	8	27	7.116524203939608e-5	0.007956449776651492	InterPro	SSD	bifan	Ptrichocarpa
Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain	9	35	8.622943481416691e-5	0.009523094654598725	InterPro	SSD	bifan	Ptrichocarpa
Beta tubulin, autoregulation binding site	7	21	8.816519401833472e-5	0.00961956622927758	InterPro	SSD	bifan	Ptrichocarpa
IRX15/IRX15L/IGXM	5	10	9.988155212311195e-5	0.010517759721243044	InterPro	SSD	bifan	Ptrichocarpa
Plant non-specific lipid-transfer protein/Par allergen	5	10	9.988155212311195e-5	0.010517759721243044	InterPro	SSD	bifan	Ptrichocarpa
Polysaccharide biosynthesis domain	5	10	9.988155212311195e-5	0.010517759721243044	InterPro	SSD	bifan	Ptrichocarpa
Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	9	36	1.0939967637766144e-4	0.011387626083633357	InterPro	SSD	bifan	Ptrichocarpa
Alpha-hydroxy acid dehydrogenase, FMN-dependent	4	6	1.2512017553316553e-4	0.012054130953493053	InterPro	SSD	bifan	Ptrichocarpa
FMN hydroxy acid dehydrogenase domain	4	6	1.2512017553316553e-4	0.012054130953493053	InterPro	SSD	bifan	Ptrichocarpa
FMN-dependent alpha-hydroxy acid dehydrogenase, active site	4	6	1.2512017553316553e-4	0.012054130953493053	InterPro	SSD	bifan	Ptrichocarpa
FMN-dependent dehydrogenase	4	6	1.2512017553316553e-4	0.012054130953493053	InterPro	SSD	bifan	Ptrichocarpa
K homology domain superfamily, prokaryotic type	4	6	1.2512017553316553e-4	0.012054130953493053	InterPro	SSD	bifan	Ptrichocarpa
K Homology domain, type 2	4	6	1.2512017553316553e-4	0.012054130953493053	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L15, conserved site	4	6	1.2512017553316553e-4	0.012054130953493053	InterPro	SSD	bifan	Ptrichocarpa
Rx, N-terminal	10	45	1.3356602624756174e-4	0.0127323571968202	InterPro	SSD	bifan	Ptrichocarpa
60S acidic ribosomal protein P0	3	3	1.6621595821202437e-4	0.014757369780079339	InterPro	SSD	bifan	Ptrichocarpa
60S ribosomal protein L18a/ L20, eukaryotes	3	3	1.6621595821202437e-4	0.014757369780079339	InterPro	SSD	bifan	Ptrichocarpa
ATP synthase, F0 complex, subunit G, mitochondrial	3	3	1.6621595821202437e-4	0.014757369780079339	InterPro	SSD	bifan	Ptrichocarpa
Aurora kinase	3	3	1.6621595821202437e-4	0.014757369780079339	InterPro	SSD	bifan	Ptrichocarpa
Caspase-like domain superfamily	3	3	1.6621595821202437e-4	0.014757369780079339	InterPro	SSD	bifan	Ptrichocarpa
H/ACA ribonucleoprotein complex, subunit Nhp2, eukaryote	3	3	1.6621595821202437e-4	0.014757369780079339	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein L26/L24, eukaryotic/archaeal	3	3	1.6621595821202437e-4	0.014757369780079339	InterPro	SSD	bifan	Ptrichocarpa
Thaumatin, conserved site	6	17	2.0054520426465846e-4	0.01763240164874512	InterPro	SSD	bifan	Ptrichocarpa
F-box associated interaction domain	7	24	2.269247479538374e-4	0.019759908821826457	InterPro	SSD	bifan	Ptrichocarpa
Polyamine biosynthesis  domain	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4/S9	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Ribosomal protein S4/S9, N-terminal	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Spermidine synthase, tetramerisation domain	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Spermidine synthase, tetramerisation domain superfamily	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Spermidine/spermine synthases	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Translation elongation factor EF1B/ribosomal protein S6	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Wall-associated receptor kinase, C-terminal	4	7	2.7918591763040004e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
ADP-ribosylation factor 1-5	5	12	2.8610218990895406e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Domain of unknown function DUF4094	5	12	2.8610218990895406e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Protein of unknown function DUF868, plant	5	12	2.8610218990895406e-4	0.022529925494047722	InterPro	SSD	bifan	Ptrichocarpa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	7	25	3.0029517025030117e-4	0.023443733291264892	InterPro	SSD	bifan	Ptrichocarpa
